"","Endothelial","CAFs","PVL","Plasmablasts","T-cells","Myeloid","Cancer Epithelial","Normal Epithelial","B-cells","sid"
"14x13",0.000856599017333204,0.216938813876726,0.143041234163505,0.106752416849443,0.000223268363087978,0.0627265766726029,0.466425526347739,0.00293819457365464,9.73701359079453e-05,"BC23508_E2"
"13x13",0.00515183888371569,0.178294240473263,0.0471838667766568,0.386680307038949,0.000391346135722682,0.0442421798107475,0.335102379194044,0.00273516618942113,0.000218675497480622,"BC23508_E2"
"15x13",0.000907051522970018,0.182331171340437,0.0343781870321404,0.252852241987502,0.000340593110315833,0.0799619729073889,0.448054694310036,0.00101677966562642,0.00015730812358375,"BC23508_E2"
"22x14",0.00128127506228628,0.189577599351019,0.0241848253930925,0.399843060325159,0.000100880702252975,0.022563553425898,0.361716270634771,0.000684641696484677,4.78934090371906e-05,"BC23508_E2"
"20x14",0.000273150731119435,0.229408027871889,0.0217641639299579,0.252583769831023,1.65575055152227e-05,0.0495845473966164,0.446037032758982,0.000321690696012721,1.10592788849041e-05,"BC23508_E2"
"11x14",0.00267809041327925,0.193324200121994,0.0094904168378214,0.277024704407432,0.000644475558209687,0.0888283770073671,0.424039026664627,0.00364210584622087,0.00032860314304892,"BC23508_E2"
"21x14",0.000493857755979858,0.18489548103318,0.0430254560455323,0.109472135830336,2.15008174241276e-05,0.104363655632133,0.557222293506093,0.000501709914945915,3.90946437524565e-06,"BC23508_E2"
"32x14",0.00196362212531739,0.0820060113074784,0.00519723434628667,0.0474520930012453,0.000428377368757756,0.0236353260828964,0.835827862910891,0.00298613330102925,0.000503339556098236,"BC23508_E2"
"30x14",0.000399267255332161,0.0547943645327853,0.00202745609363711,0.0153856264661615,0.000132597936533453,0.00913258980843655,0.916656258178033,0.00138320766959803,8.86320594829203e-05,"BC23508_E2"
"31x14",0.0064534335982058,0.103266235903096,0.0189632986774302,0.0457325248726272,0.00109496632319505,0.0222341357875405,0.797738776828434,0.00318393168212638,0.00133269632734496,"BC23508_E2"
"9x14",0.00901667789247363,0.236848615018619,0.068314628055891,0.139429006640634,0.000357671120971897,0.106820872667041,0.432994570831094,0.00505548074365947,0.00116247702961584,"BC23508_E2"
"19x14",0.000511658689088032,0.120993566596262,0.0265036206392187,0.505508571150487,6.32415165386596e-06,0.0355044036939886,0.310745565899618,0.000220047783796631,6.2413958865459e-06,"BC23508_E2"
"29x14",0.00711277986423414,0.1614376415465,0.0180438786932508,0.00495247174699343,0.0010025283545618,0.0277939804447204,0.774741684749656,0.00429646284601732,0.000618571754065492,"BC23508_E2"
"10x14",0.00880344174867349,0.300722663242388,0.0677597202430962,0.09670585529523,0.00182881863345871,0.0579474578225883,0.457432886322942,0.00626842321062428,0.00253073348099849,"BC23508_E2"
"14x14",0.00125477472377376,0.254957553249854,0.00644419741273968,0.173331502566024,0.000159226211156881,0.0616321495390059,0.501464488761644,0.000683958687406714,7.2148848395617e-05,"BC23508_E2"
"27x14",0.000800524491391456,0.255051159158078,0.0115608880790562,0.0604088056684428,3.30118730201698e-05,0.0609135166017877,0.611003560599178,0.000215153813034397,1.33797160113699e-05,"BC23508_E2"
