"","X","Endothelial","CAFs","PVL","B.cells","T.cells","Myeloid","Normal.Epithelial","Plasmablasts","Cancer.Epithelial","sid","X1","invasive.cancer","stroma","lymphocyte","others"
"69","BC23377_D1_12x10",0.066439962329548,0.0936517877704019,0.271150517180323,0.195311372970096,0.051687995523201,0.0291106376066623,0.13589081416428,0.00895130282531418,0.147805609630174,"BC23377_D1","12x10",0.147805609630174,0.431242267280273,0.255950671318611,0.165001451770942
"70","BC23377_D1_15x10",0.0362163208424768,0.136401370085226,0.0654822588079078,0.411970346668491,0.124353317340496,0.0177396005996764,0.0489880040989192,0.00689952622679035,0.151949255330016,"BC23377_D1","15x10",0.151949255330016,0.238099949735611,0.543223190235777,0.0667276046985956
"71","BC23377_D1_20x11",0.133828814495194,0.0481602302849346,0.0727179322713516,0.348905779290427,0.157823440748249,0.0104114315723274,0.0420605817608566,0.00548274131726508,0.180609048259394,"BC23377_D1","20x11",0.180609048259394,0.25470697705148,0.512211961355941,0.052472013333184
"72","BC23377_D1_22x11",0.0745380423095789,0.231296191872236,0.11237446976254,0.0877671639492908,0.0570750828856083,0.0920438629007036,0.0473860279201602,0.0824109014091421,0.21510825699074,"BC23377_D1","22x11",0.21510825699074,0.418208703944355,0.227253148244041,0.139429890820864
"73","BC23377_D1_32x11",0.028934767388717,0.121546543545575,0.0513900320497076,0.536998578255621,0.092231137939405,0.0197824846884836,0.0375113089384406,0.0323800612339903,0.0792250859600596,"BC23377_D1","32x11",0.0792250859600596,0.201871342984,0.661609777429016,0.0572937936269242
"74","BC23377_D1_21x11",0.080175183986456,0.13056787993345,0.0842357501942468,0.311609066745884,0.103714603360764,0.0269254852578847,0.0510592910409009,0.0125119706083383,0.199200768872075,"BC23377_D1","21x11",0.199200768872075,0.294978814114153,0.427835640714986,0.0779847762987856
"75","BC23377_D1_17x11",0.0751697550489736,0.118284979678493,0.0708677654345727,0.130998075559959,0.11863202967071,0.029821249970744,0.135560095995978,0.044402956687119,0.276263091953451,"BC23377_D1","17x11",0.276263091953451,0.264322500162039,0.294033061917788,0.165381345966722
"76","BC23377_D1_31x11",0.0538214489178137,0.273367316063974,0.0769707171206284,0.311377858137877,0.124486473169843,0.0352124194813238,0.0486629871474764,0.0143560900164065,0.0617446899446573,"BC23377_D1","31x11",0.0617446899446573,0.404159482102416,0.450220421324126,0.0838754066288002
"77","BC23377_D1_18x11",0.0302912063741358,0.188347294173722,0.1969761823592,0.00472093397907924,0.0261633821978409,0.0537266667782959,0.0689687023414164,0.122555215261939,0.30825041653437,"BC23377_D1","18x11",0.30825041653437,0.415614682907058,0.153439531438859,0.122695369119712
"78","BC23377_D1_14x11",0.0876645279139905,0.104492064547724,0.0703165364415094,0.364672737679515,0.135016698260211,0.0263516988642339,0.0331067842080218,0.00592123917200326,0.172457712912791,"BC23377_D1","14x11",0.172457712912791,0.262473128903224,0.505610675111729,0.0594584830722557
"79","BC23377_D1_30x11",0.0667014847599228,0.279780422702887,0.092056249857776,0.260734661135226,0.0860355675459848,0.0591481808600018,0.0190561833480932,0.0585354430315666,0.0779518067585421,"BC23377_D1","30x11",0.0779518067585421,0.438538157320586,0.405305671712777,0.078204364208095
"80","BC23377_D1_23x11",0.0745424422395614,0.163186470300997,0.182957848775573,0.139607722589397,0.0737839372898313,0.0428260704469209,0.0857747179686607,0.0396327668888083,0.197688023500251,"BC23377_D1","23x11",0.197688023500251,0.420686761316131,0.253024426768037,0.128600788415582
"81","BC23377_D1_19x11",0.125423685316092,0.0979209157853408,0.100904540580558,0.212953046164089,0.123230064061463,0.0452761863425073,0.083748652852291,0.0336150998943342,0.176927809003325,"BC23377_D1","19x11",0.176927809003325,0.324249141681991,0.369798210119886,0.129024839194798
"82","BC23377_D1_16x11",0.0442859560331011,0.0650962304978114,0.043343749926266,0.0645651754607693,0.118584884223992,0.040446517598908,0.150674530869623,0.19035460194425,0.282648353445279,"BC23377_D1","16x11",0.282648353445279,0.152725936457178,0.373504661629011,0.191121048468531
"83","BC23377_D1_29x11",0.172194531318995,0.263120979022155,0.12101458366119,0.11613245384808,0.0699839342587683,0.104618452741678,0.0253139330764016,0.0635750993686227,0.0640460327041092,"BC23377_D1","29x11",0.0640460327041092,0.55633009400234,0.249691487475471,0.12993238581808
"84","BC23377_D1_15x11",0.0327277687585207,0.135155264727461,0.12137865040205,0.282004019369266,0.0680079168097933,0.0475046071596148,0.0689400743024593,0.05985220805735,0.184429490413485,"BC23377_D1","15x11",0.184429490413485,0.289261683888032,0.409864144236409,0.116444681462074
"85","BC23377_D1_26x11",0.0792909116001009,0.104490185848668,0.0432935350302351,0.283728951394064,0.20689710114387,0.0532485064331754,0.0662093451408373,0.0173882191435755,0.145453244265475,"BC23377_D1","26x11",0.145453244265475,0.227074632479004,0.50801427168151,0.119457851574013
"86","BC23377_D1_28x11",0.0451286347641358,0.250134549630298,0.156201356925817,0.346084326882429,0.0377273331869049,0.100457234236512,0.0259969125283675,0.0049475139462524,0.0333221378992837,"BC23377_D1","28x11",0.0333221378992837,0.451464541320251,0.388759174015586,0.126454146764879
"87","BC23377_D1_25x11",0.168370435692721,0.116926544237662,0.180621449537784,0.308556551992649,0.0269074120099087,0.0391878114101209,0.0191292866185954,0.0370712746775321,0.103229233823026,"BC23377_D1","25x11",0.103229233823026,0.465918429468167,0.37253523868009,0.0583170980287163
"88","BC23377_D1_24x11",0.112483031589246,0.111489491484894,0.148172409297461,0.20186234603836,0.0973709181515946,0.0964332951817545,0.065296816227305,0.0341597768942261,0.132731915135159,"BC23377_D1","24x11",0.132731915135159,0.372144932371601,0.333393041084181,0.16173011140906
"89","BC23377_D1_27x11",0.015815310710081,0.409165326211667,0.045324634966977,0.277090441612608,0.039532803911587,0.0814286477352647,0.0156759205700176,0.0318349337968564,0.084131980484942,"BC23377_D1","27x11",0.084131980484942,0.470305271888725,0.348458179321051,0.0971045683052823
"90","BC23377_D1_13x11",0.0525981552675828,0.117759992991465,0.100691723727033,0.450300419425181,0.0904985099837025,0.0287151207242193,0.0258504778320367,0.0120418399246608,0.12154376012412,"BC23377_D1","13x11",0.12154376012412,0.271049871986081,0.552840769333544,0.054565598556256
"91","BC23377_D1_12x11",0.152539270142807,0.118783947228098,0.227502840711281,0.108922964067221,0.0822111559078416,0.0549394241928335,0.0540253836361419,0.0325937660018947,0.168481248111882,"BC23377_D1","12x11",0.168481248111882,0.498826058082186,0.223727885976957,0.108964807828975
"92","BC23377_D1_11x12",0.112583839615959,0.0767980374851792,0.151078051272047,0.24752328283515,0.0937004351175083,0.0282127824010373,0.105627980939376,0.00760989997897763,0.176865690354765,"BC23377_D1","11x12",0.176865690354765,0.340459928373185,0.348833617931636,0.133840763340413
"93","BC23377_D1_22x12",0.0637133293751984,0.216408057905151,0.106044663817179,0.184963282255686,0.066503747531944,0.0585654337283265,0.0488816129877355,0.0701530724591201,0.184766799939659,"BC23377_D1","22x12",0.184766799939659,0.386166051097528,0.32162010224675,0.107447046716062
"94","BC23377_D1_10x12",0.0951755777749659,0.179638620079768,0.0962691157331896,0.210320488754842,0.0656426271001028,0.0270149598237639,0.103706846640019,0.0251686975553133,0.197063066538035,"BC23377_D1","10x12",0.197063066538035,0.371083313587923,0.301131813410258,0.130721806463783
"95","BC23377_D1_26x12",0.0464131579195704,0.182487516782828,0.0592600881783282,0.344130396414282,0.119528355056488,0.0551397347773422,0.0594606043551026,0.0374739664391943,0.0961061800768631,"BC23377_D1","26x12",0.0961061800768631,0.288160762880727,0.501132717909964,0.114600339132445
"96","BC23377_D1_32x12",0.0449803509742912,0.173970511332328,0.080282542704017,0.190252676073224,0.156008799007,0.129901518133075,0.0707481349913419,0.0198587991880633,0.133996667596659,"BC23377_D1","32x12",0.133996667596659,0.299233405010636,0.366120274268287,0.200649653124417
"97","BC23377_D1_21x12",0.0804682463586899,0.127430131700177,0.0976459904359879,0.215688892891475,0.128165775596352,0.0452171049899985,0.103054937475739,0.0101241483105672,0.192204772241014,"BC23377_D1","21x12",0.192204772241014,0.305544368494855,0.353978816798394,0.148272042465737
"98","BC23377_D1_12x12",0.076343948862883,0.18478370053321,0.174963401813437,0.119533717542981,0.084681932981503,0.0924004398717194,0.0275660381943181,0.0398569383292822,0.199869881870666,"BC23377_D1","12x12",0.199869881870666,0.43609105120953,0.244072588853766,0.119966478066038
"99","BC23377_D1_20x12",0.107189256645697,0.119551798344232,0.132991621339164,0.186487543259032,0.0706067706202544,0.0184508392399716,0.155499835796232,0.0297740782292345,0.179448256526183,"BC23377_D1","20x12",0.179448256526183,0.359732676329093,0.286868392108521,0.173950675036204
